time;relative_humidity;precipitation;cloud_cover;surface_pressure
2026-01-29 14:00;98;0.40;100;979.1
2026-01-29 15:00;98;0.30;100;979.5
2026-01-29 16:00;98;0.30;100;980.0
2026-01-29 17:00;99;0.30;100;980.5
2026-01-29 18:00;99;0.30;100;980.6
2026-01-29 19:00;99;0.20;100;980.7
2026-01-29 20:00;98;0.20;100;981.2
2026-01-29 21:00;98;0.20;100;981.4
2026-01-29 22:00;98;0.20;100;981.5
2026-01-29 23:00;97;0.10;100;981.7
2026-01-30 00:00;98;0.00;100;981.9
2026-01-30 01:00;97;0.00;100;981.9
2026-01-30 02:00;97;0.00;100;981.8
2026-01-30 03:00;97;0.00;100;981.7
2026-01-30 04:00;96;0.10;100;981.8
2026-01-30 05:00;96;0.10;100;981.8
2026-01-30 06:00;96;0.00;100;982.1
2026-01-30 07:00;96;0.00;99;982.7
2026-01-30 08:00;92;0.00;100;982.8
2026-01-30 09:00;88;0.00;100;983.1
2026-01-30 10:00;85;0.00;100;983.1
2026-01-30 11:00;80;0.00;100;982.8
2026-01-30 12:00;80;0.00;100;983.1
2026-01-30 13:00;79;0.00;100;983.0
2026-01-30 14:00;78;0.00;100;983.3
2026-01-30 15:00;81;0.00;100;983.4
2026-01-30 16:00;86;0.00;100;983.9
2026-01-30 17:00;89;0.00;100;984.0
2026-01-30 18:00;92;0.00;100;984.1
2026-01-30 19:00;93;0.00;100;984.2
2026-01-30 20:00;95;0.00;100;984.4
2026-01-30 21:00;96;0.00;100;984.7
2026-01-30 22:00;97;0.00;100;984.7
2026-01-30 23:00;97;0.00;100;984.7
2026-01-31 00:00;97;0.00;100;985.1
2026-01-31 01:00;97;0.00;100;985.2
2026-01-31 02:00;97;0.00;100;985.0
2026-01-31 03:00;97;0.00;100;984.9
2026-01-31 04:00;97;0.00;100;985.1
2026-01-31 05:00;97;0.00;100;985.3
2026-01-31 06:00;97;0.00;100;985.7
2026-01-31 07:00;96;0.00;100;986.1
2026-01-31 08:00;95;0.00;100;986.4
2026-01-31 09:00;91;0.00;100;986.8
2026-01-31 10:00;88;0.00;100;987.4
2026-01-31 11:00;86;0.00;100;987.5
2026-01-31 12:00;87;0.00;100;987.5
2026-01-31 13:00;86;0.00;100;987.5
2026-01-31 14:00;87;0.00;100;987.7
2026-01-31 15:00;89;0.00;100;988.2
2026-01-31 16:00;92;0.00;100;988.8
2026-01-31 17:00;95;0.00;100;989.2
2026-01-31 18:00;98;0.00;100;989.6
2026-01-31 19:00;98;0.00;100;989.9
2026-01-31 20:00;97;0.00;100;990.2
2026-01-31 21:00;95;0.00;100;990.6
2026-01-31 22:00;94;0.00;100;991.0
2026-01-31 23:00;92;0.00;100;991.2
